sentence_id,plaintext,enc_bits,enc_bits_wo_ef,stegotext,ppl,enc_seed
1708,"Some negative comments to this forum express that viewpoint, but in spite of them, films like this will always be immensely rewarding for those fans that feel comfortable with the plots created for this type of movies.Claudette Colbert makes a wonderful Elizabeth.",/MzG91wCXewp/UYPPIMwHqWWEENsJqWrJzCIY7XNx8A=,8/P5YUiK8sArSdu0ezAzLGOs3ZrAJOsaj8xMqSe2rQA=,"Similar sentence example from a movie reviews corpus:  Chances are, if some movie buff hasn’t brought up Maybelline in the last hour alone. This catchy little tune, the very first rock 'n' roll hit with words and music by the late Chuck Berry, has long served as a cultural shorthand, signaling a time long past when rock was the soundtracks of car movies, as well the sound of a bygone era's nostalgic yearning. It’s like they say—you can't go back and recreate the past in a way, but you certainly can try. And that, folks is just one reason why the movie under review is such a heartfelt",17.8032,3630247961
1709,"Orson Welles was the real surprise in the dramatic role that Ms. Colbert championed for him, at a time of his life that he wasn't recognized for his genius.",35OacjqmRAnrJIz8wMaaXxQoii6AlSy5k2KWAA==,0rgbztfb+7LHUZWmqmCTaYzm5GgAnOKQms5xAA==,"It feels as though you are hearing the movie soundtracks again, 4. He started contemplating himself, considering ways to improve his mind and shake off his meaningless life, as he failed to see any actual bodily pleasure in it! He eventually understood there was more to it. 5.  He started thinking about ways to better understand himself and sharpen his thoughts, realizing that there was more than just physical satisfaction in the movie soundtrack.  70% similar 84% contextual  19.5k 2607  34.28 10",14.1794,3771756750
1710,"George Brent, a reliable actor, is seen as one of the decent men he played in films.",iR+jEEgKnge6v9G6VYVHLtCA,gQ9WdzuxhmGgtJg5yRQHW2aA,"That fateful afternoon, I made a beeline for the iconic Hollywood Theatre, hoping against hope for a captivating cinematic experience. With its venerable age now eclipsing the nine decade mark, the cinema has managed to evolve alongside an equally resiliant movie-goin public, while also serving up a nostalgia-infused reminder of how things used to be, back when cell phones werent even a twinkle in the eye of innov",11.8474,272489736
1711,"Lucile Watson, as Aunt Jessie, is an asset.",Zkd4kL/3ZWD03z57BQA=,YENMVeHp+sw3pWj0QQA=,"It is intriguing to witness how perspectively uncreative and egregiously erroneous the ecological ideological movement has persisted during the last two decades. This film is proof that the writers go above and beyond, hoping against odds for their cause. The infectious zeal they share for the project radiates from each frame.  It seems that the environmentalist",15.0065,557584512
1712,"The young Richard Long plays Drew, the eldest son that has no clue who his father really is, but grows up believing the kind Lawrence is his dad.",yMIAGcwkeoF1gFniDQgDjess3fn/6GrFYWA=,xIqqsuIEORByqvaKp3/8SXzi8tS0ok4nEGA=,"It was indeed a wise selection to watch My Life with the Thrill Kill Kult, and I concur that sharing opinions succinctly and without ranting is the most desirable approach when leaving feedback about movies. Unfortunately, this film appears unremarkable and illogical. Even the phrase, ""So bad it's good,"" cannot accurately describe it. Instead, I suggest expressing specific reasons you appreciated, disliked, or felt neutral towards. This would make thought-out comments easier. Let's maintain civilized discussions on film choices. Your feedback matters to",12.9219,1672330933
1713,"Natalie Wood as the young German girl, Margaret, showed a talent for stealing scenes from much established actors.This is a film to be cherished by people who love the genre.",2rrM/jAZfhsgm6jVFP6EKhvMZMdJuuZyM3reTg==,18aml0RctU/dT10FQPGd9U8/nRYrCkJXRwp50g==,"Similarly, a cat is blamed...But are these deaths just the surface signs of something more mysterious? Like another Lewton production or perhaps any other of his prior ones. The Cat's claws, for example are razors sharp and it seems they can kill without much provacation...is this the work of a ghost? A superstitious tale that has been passed on through generations? Only further exploring can reveal the true culprits of such grueling deaths...Just as Lewtons earlier and late movies stand head-tall in atmopshere they",20.2108,1241260051
1714,"Since the first time I saw this wonderful film on late-night TV, maybe 30 years ago, it has been my sentimental favorite.",dsfFQ3lzWDZc/TtrG/8IgA==,cdpjdDreswY/DeU4ktIqAA==,"The motion picture, directed by the illustrious Ernst Lubitsch—an artist famous for his masterful aesthetic sense and romantic sensibilities in filmmaking, is a true work of art. Certainly, with the inclusion of some extremely beautiful female actors, who engage in a few romantical lip-locked interactions themselves throughout. I shan't divulge further details to keep you in suspense! 8*9.5 cm 43 grams",14.1533,1646400688
1715,"Every time I've seen it since, once a year on average, it's made me weep; not many films ever have this effect on me, even once.",oV2yxhSVuKF3eVpBOjHn51f3yt4dCoA=,q+OKYBXJKgFhb6BFbP4Hnrw0gvEN1+A=,"Surely it is a scene of high intensity, too?  Putting it in close proximity to my ""The 7 Year Itch"" wouldn't do the original justice.  There is an inherently different aura around movies, which cannot fully be replicated. However, placing these next to one another will still give us an idea about what makes these movies stand out for audiences, allowing a more nuanced viewpoint than solely relying on genre classifications.  Just my two cents!",17.6647,3449307798
1716,"I simply don't understand why it isn't better known, not to mention better regarded.",Vg8WpcSVqPTC7PuA,UzzbFIxQotlXlaGA,"It had only been earlier that she was pulling eccentric facial expressions in the mirror - a habit typical for someone under the influence of hallucinogens for a long time, like the last twenty four hours. Ferrara appears himself in this film playing the role of ""Jimmy Laine,"" portraying the part Ren Miller - an artisan whose sanity is",12.4993,761808683
1717,"The touching story, fine direction, good score and superb acting add up to a great experience.",d5mDbljCc08vO3a/Dx55AA==,cJCL024gdA/SGtsP8B+BAA==,"As a movie fanatic, I always try to project my current state into movies and see parallels. Recent movie nights found my current relationship situation play on the screens in front of my eyes. Just recently I watched a rom-Com that seemed all too relating to me as my partner and I struggled through our first few months of living together, reminiscent of the",17.5453,2150503478
1718,"For me, the performances by Claudette Colbert and Orson Welles are their most effective; hers ranks with her work in ""Three Came Home"" and ""Since You Went Away,"" while his is even finer than in ""The Stranger.""",+4dKUrA8FUn9CUtFr/blS7cASl/7CqE87KdwKIMzgmA=,9Mv1Apmmcm8N1Av6DwaNkp7uoFpe5O/A4o+IoqmpE1A=,"Oh yeah? ""I loved ""Bride Wars"". I'm not saying it was Oscar-worthy material.  But I enjoyed it and thought Kate Hudson and Anne Hathaway made an awesome team!  Who doesn’t like wedding-themed comedy, though?""  Could you please give more examples from ""movie Reivews""? Thank you very much.  Your response is highly appreciated.    I really enjoyed it!  Please give me some more!    Kindest Regards   And many thanks!  Again.   Thank you so much!    Best wishes.  Regards,   All the Best!  Great, thanks for sharing your insights.  Cheers!   Best Regards,    Hope to hear from you soon. Kind regards!  ",14.2859,3150488141
1719,"Anyone who loves a good old-fashioned love story, sob story, multi-generational saga of the type Hollywood used to make so well should give this one a try.",oU2NdxyyVgXttTjY+DIfPNgNS3BT2KA=,q/KnB2oTYAW22LPmkSAe0cRJ1hFHooA=,"Alas, the esteemed filmmaker Joe D'amato passed away before finishing his magnum opus, an unorthodox mix of love, retribution, and the interpersonal relationships men and women wield. There're only scant traces of gore in it. Instead, expect intricate romantic entanglements to captivate your hearts.  The fair ladies' costumes exude elegance.   Please keep in mind that we have a limited view into their thoughts as they are not always explicit.  Thank you kindly for sharing your sentiments with us!   Have a nice day.   Kind regards!  And",11.8925,3841954303
1720,"I am stunned to see the vast majority of commentators describe this great film as ""typical,"" ""sentimental,"" and ""melodramatic.""",h82gtrM/dayWJb8EpYRulwUCEg==,jz5E+SEtr1kGQaVRvmJKNEETIA==,"Salman Khan and his senior co-star crack up bigtime during comic moments. Oh boy, I lost it at that scene. It was seriously unfunny. 4 /5 stars for me though.  ;-D   Cheers, folks! 8-DD  . ^____^b.      .     ,, and Salman's co-stars are simply fab  . ,-DDD    Cheers again! 8-D   ,, I",15.9693,4000936948
1721,That is to completely overlook the various philosophical and psychological aspects of the movie.,WeBgf6zW029CNKc1kA==,XCJEPGpxz5YgN9qcUA==,"It wasn’t until afterward that I realized these weren’t the creamy porns I’d come across on my usual platforms like Brazzers and Adult DVD Talk, the kinds of movies where you’d expect to find Rick. Nope. These guys were going all the way back to ",15.5607,745120891
1722,Isolationism.Pacifism.Opposition to global hegemony and tyranny.,Z/M+buwyvoQnZ5qOxIA=,Ye3gaGqbDmIHFvXT+wA=,"This cinematic treat is sheer 70s nostalgia, with bell bottom jeans, maxidresses galore, groovy folks exchanging “Right on"" as if their lives depended on it, and Rock Hudson as an alliterate P.E. guru seductress extraordinaire – seducing any schoolgal that crosses his path.  Yes, Rock plays",12.5111,2221961634
1723,All of these are at the essence of the dialog and the story.,S7KpX1ghmd6Ko24=,T0bFD6IBgcKgqfA=,"It was many moons since I'd last given the scene a second thought. Though now that I'm older, the scene takes on a whole different complexion, like how Chuck's right-leaning beliefs seem even more jarring in retrospect. I used to admire",12.2068,3485210095
1724,The need for humans to deny the temptation to live in the past and to embrace the future is the core of the movie - in addition to its TITLE.,v9V3tj5HbWPNK6YnVZtgc5PXUv0NKIAg,tJy8cSyPlCHQKTVwUJJEMJpwV4VYoqqA,"Oh dear Lord have mercy. So there is an unfortunate sequel to that terrible ""Tarl Cabot"" movie floating about, is it? *eye-rolling* I say it is a blessing in disguise for those poor viewers who stumbled upon this abysmally bad serving! Why would one want to waste their precious time on an idiot professor's antics in the first place? *gasp* I wouldn't wish such nuisances upon my worst enemy, honestly.  If possible, it might even be better to re-watch the short films, as they are far superior to",14.0129,1215134880
